Country,Date,Round,Coordinates,Region
Kyrgyzstan,2023-12-31,2,"42.886505126953125,74.628730773925781","Bishkek City"
"United States",2023-12-31,3,"34.045295715332031,-81.032318115234375","South Carolina"
Senegal,2023-12-31,4,"14.790717124938965,-16.926443099975586","Région de Thiès"
Philippines,2023-12-31,5,"14.596927642822266,120.97821044921875","Metropolitan Manila First District"
Uruguay,2024-01-01,1,"-30.426929473876953,-56.503047943115234","Departamento de Artigas"
Botswana,2024-01-01,2,"-25.403684616088867,25.612312316894531","South-East District"
Colombia,2024-01-01,3,"6.2579135894775391,-75.590400695800781",Antioquia
Malaysia,2024-01-01,4,"4.5954546928405762,101.08870697021484",Perak
Türkiye,2024-01-01,5,"39.095405578613281,42.268756866455078",Muş
Iceland,2024-01-02,1,"65.033203125,-14.231181144714355",Fjarðabyggð
India,2024-01-02,2,"11.753477096557617,76.651382446289062",Karnataka
"New Zealand",2024-01-02,3,"-43.499187469482422,172.59733581542969","Canterbury Region"
Brazil,2024-01-02,4,"2.4511847496032715,-60.686470031738281",Roraima
Croatia,2024-01-02,5,"43.897232055664062,15.721624374389648","Zadarska županija"
Malaysia,2024-01-03,1,"3.8970210552215576,102.49069213867188",Pahang
Ecuador,2024-01-03,2,"-1.6691874265670776,-78.740119934082031",Chimborazo
Andorra,2024-01-03,3,"42.506313323974609,1.5149587392807007","Andorra la Vella"
Kyrgyzstan,2024-01-03,4,"42.834644317626953,74.111099243164062","Chuy Province"
Bolivia,2024-01-03,5,"-17.522609710693359,-62.921989440917969","Departamento de Santa Cruz"
Czechia,2024-01-04,1,"50.113063812255859,16.555379867553711","Pardubický kraj"
Chile,2024-01-04,2,"-33.576053619384766,-70.641220092773438","Región Metropolitana"
France,2024-01-04,3,"46.24993896484375,-1.4968608617782593",Nouvelle-Aquitaine
Mongolia,2024-01-04,4,"49.023551940917969,104.05321502685547",Orkhon
Mexico,2024-01-04,5,"18.510856628417969,-101.97464752197266",Michoacán
Malaysia,2024-01-05,1,"5.6450678802048868,102.61574586967322",Terengganu
Japan,2024-01-05,2,"31.829204864427638,131.29377654862213",Miyazaki
Bangladesh,2024-01-05,3,"23.449897320735332,91.184004463913382","Chittagong Division"
Peru,2024-01-05,4,"-8.14700426075622,-78.1784340626632","La Libertad"
"United States",2024-01-05,5,"36.068173511180149,-114.98740737705684",Nevada
Botswana,2024-01-06,1,"-20.210338592529297,25.106620788574219","North-West District"
Philippines,2024-01-06,2,"16.186094284057617,119.91497802734375",Pangasinan
Ecuador,2024-01-06,3,"-3.4510188102722168,-79.955314636230469","El Oro"
"Puerto Rico",2024-01-06,4,"18.3621768951416,-66.193901062011719",Bayamón
Jordan,2024-01-06,5,"30.836362838745117,35.6107177734375","Tafilah Governorate"
Mexico,2024-01-07,1,"19.345281600952148,-98.566986083984375",Puebla
"New Zealand",2024-01-07,2,"-37.767112731933594,176.26504516601562","Bay of Plenty Region"
"South Korea",2024-01-07,3,"37.678665161132812,127.47386932373047",Gyeonggi-do
Slovakia,2024-01-07,4,"48.566226959228516,19.134109497070312","Banskobystrický kraj"
Brazil,2024-01-07,5,"-9.9530658721923828,-67.8629379272461",Acre
Bangladesh,2024-01-08,1,"22.851213455200195,89.754463195800781","Khulna Division"
Netherlands,2024-01-08,2,"53.171653747558594,6.1327638626098633",Friesland
Chile,2024-01-08,3,"-33.487300872802734,-70.621818542480469","Región Metropolitana"
Bolivia,2024-01-08,4,"-17.803756713867188,-63.094474792480469","Departamento de Santa Cruz"
Nigeria,2024-01-08,5,"9.9544076919555664,11.210508346557617",Gombe
Uruguay,2024-01-09,1,"-34.891994476318359,-56.174236297607422","Departamento de Montevideo"
Kyrgyzstan,2024-01-09,2,"42.157711029052734,77.512542724609375","Issyk-Kul Region"
Türkiye,2024-01-09,3,"40.7187614440918,40.599845886230469",Rize
Norway,2024-01-09,4,"69.690948486328125,29.981874465942383",Finnmark
"Sri Lanka",2024-01-09,5,"8.1186323165893555,80.667587280273438","North Central Province"
"Sri Lanka",2024-01-10,1,"6.0722699165344238,80.195640563964844","Southern Province"
"United States",2024-01-10,2,"34.675888061523438,-84.964004516601562",Georgia
Madagascar,2024-01-10,3,"-22.084484100341797,46.7661247253418","Matsiatra Ambony"
Germany,2024-01-10,4,"50.599071502685547,12.360233306884766",Sachsen
Bulgaria,2024-01-10,5,"41.836643218994141,23.482275009155273",Blagoevgrad
Greece,2024-01-11,1,"37.915481567382812,22.049867630004883","Western Greece"
Ecuador,2024-01-11,2,"-3.2460455894470215,-79.82806396484375","El Oro"
Kyrgyzstan,2024-01-11,3,"42.761680603027344,74.56927490234375","Chuy Province"
Norway,2024-01-11,4,"63.6060676574707,11.03034496307373",Trøndelag
Colombia,2024-01-11,5,"5.5168313980102539,-75.5072021484375",Caldas
"South Africa",2024-01-12,1,"-32.11505876873575,21.585947180167114","Northern Cape"
Argentina,2024-01-12,2,"-50.469320270678743,-73.02996299051938","Santa Cruz"
Slovenia,2024-01-12,3,"46.573352740520434,16.347470982991684",Lendava
"United States",2024-01-12,4,"44.721224657684466,-110.47945126514236",Wyoming
Indonesia,2024-01-12,5,"-3.9788093716810593,122.54429845921248","Sulawesi Tenggara"
Türkiye,2024-01-13,1,"36.848232269287109,34.593456268310547",Mersin
Austria,2024-01-13,2,"46.967727661132812,12.550327301025391",Tirol
Ukraine,2024-01-13,3,"51.190189361572266,33.191410064697266","Sums'ka oblast"
Brazil,2024-01-13,4,"-10.519231796264648,-38.378250122070312",Bahia
Thailand,2024-01-13,5,"17.609357833862305,99.343368530273438",Lampang
Germany,2024-01-14,1,"52.377326965332031,9.271296501159668",Niedersachsen
Chile,2024-01-14,2,"-39.898757934570312,-72.792686462402344","Los Ríos"
"Puerto Rico",2024-01-14,3,"17.989070892333984,-66.205375671386719",Guayama
Ukraine,2024-01-14,4,"50.041683197021484,36.217967987060547","Kharkivs'ka oblast"
Austria,2024-01-14,5,"48.285850524902344,14.27800464630127",Oberösterreich
Mexico,2024-01-15,1,"16.871532440185547,-99.8693618774414",Guerrero
"Puerto Rico",2024-01-15,2,"18.487262725830078,-66.7824935913086",Hatillo
Monaco,2024-01-15,3,"43.732231140136719,7.4252681732177734",Monaco
Türkiye,2024-01-15,4,"41.046909332275391,40.761245727539062",Rize
"North Macedonia",2024-01-15,5,"41.415634155273438,22.87225341796875","Municipality of Novo Selo"
Andorra,2024-01-16,1,"42.544380187988281,1.7164566516876221",Encamp
Uganda,2024-01-16,2,"0.18124891817569733,32.538383483886719","Central Region"
Mexico,2024-01-16,3,"16.755693435668945,-93.122993469238281",Chiapas
Slovakia,2024-01-16,4,"48.507595062255859,19.427976608276367","Banskobystrický kraj"
Hungary,2024-01-16,5,"47.55474853515625,17.027883529663086",Gyor-Moson-Sopron
Colombia,2024-01-17,1,"4.3396487236022949,-74.3544692993164",Cundinamarca
France,2024-01-17,2,"47.677558898925781,-2.7913947105407715",Bretagne
Uruguay,2024-01-17,3,"-34.167888641357422,-58.044719696044922","Departamento de Colonia"
Sweden,2024-01-17,4,"67.677177429199219,23.49415397644043","Norrbottens län"
Israel,2024-01-17,5,"31.779396057128906,35.240036010742188","Jerusalem District"
"Sri Lanka",2024-01-18,1,"6.4848895072937012,80.06365966796875","Western Province"
"United States",2024-01-18,2,"42.414398193359375,-88.394645690917969",Illinois
Norway,2024-01-18,3,"70.18792724609375,30.32935905456543",Finnmark
Estonia,2024-01-18,4,"58.004234313964844,27.102338790893555","Põlva maakond"
Israel,2024-01-18,5,"32.031570434570312,34.745868682861328","Tel Aviv District"
"New Zealand",2024-01-19,1,"-44.520997909402531,169.25006566192295","Otago Region"
Canada,2024-01-19,2,"43.712293803235596,-79.3711607570549",Ontario
Nigeria,2024-01-19,3,"6.4204136095531386,2.711458832584134",Lagos
Spain,2024-01-19,4,"39.951802150270865,3.1848388053438574","Balearic Islands"
Brazil,2024-01-19,5,"-22.816017345347547,-43.212408414600752","Rio de Janeiro"
"North Macedonia",2024-01-20,1,"42.004646301269531,21.441488265991211","Greater Skopje"
Guatemala,2024-01-20,2,"15.480609893798828,-90.3369369506836","Alta Verapaz"
Thailand,2024-01-20,3,"19.642919540405273,100.27249908447266",Phayao
Austria,2024-01-20,4,"48.2477912902832,14.297514915466309",Oberösterreich
Nigeria,2024-01-20,5,"6.60253381729126,3.2712876796722412",Lagos
Bulgaria,2024-01-21,1,"43.675640106201172,26.346464157104492",Ruse
Brazil,2024-01-21,2,"-20.841817855834961,-41.119377136230469","Espírito Santo"
Mexico,2024-01-21,3,"19.294761657714844,-99.074623107910156","Ciudad de México"
Malaysia,2024-01-21,4,"5.1140041351318359,103.03995513916016",Terengganu
Montenegro,2024-01-21,5,"42.378582000732422,19.0274658203125","Prijestonica Cetinje"
Guatemala,2024-01-22,1,"16.9119873046875,-89.893592834472656",Petén
Ukraine,2024-01-22,2,"50.451995849609375,30.541353225708008",Kyiv
"Sri Lanka",2024-01-22,3,"7.5596351623535156,80.679855346679688","Central Province"
Slovakia,2024-01-22,4,"48.614566802978516,18.237438201904297","Nitriansky kraj"
Chile,2024-01-22,5,"-35.441432952880859,-71.6283950805664",Maule
Guatemala,2024-01-23,1,"15.008788108825684,-91.148406982421875","Quiché Department"
Kenya,2024-01-23,2,"-1.3025969266891479,36.875465393066406","Nairobi County"
"Isle of Man",2024-01-23,3,"54.314609527587891,-4.3737330436706543",Ramsey
Bangladesh,2024-01-23,4,"23.284868240356445,90.011833190917969","Dhaka Division"
"South Korea",2024-01-23,5,"35.738540649414062,129.48414611816406",Gyeongsangbuk-do
Brazil,2024-01-24,1,"-11.30168342590332,-37.485317230224609",Sergipe
"Puerto Rico",2024-01-24,2,"18.2370548248291,-65.926483154296875",Juncos
Russia,2024-01-24,3,"50.6171760559082,137.14311218261719","Khabarovskiy kray"
"North Macedonia",2024-01-24,4,"41.602279663085938,21.910381317138672","Komuna e Grackës"
Thailand,2024-01-24,5,"6.504511833190918,101.65901947021484","Chang Wat Narathiwat"
"United States",2024-01-25,1,"37.973857879638672,-91.641853332519531",Missouri
Palestine,2024-01-25,2,"32.172096252441406,35.014675140380859",Palestine
Albania,2024-01-25,3,"41.059349060058594,19.930206298828125","Elbasan County"
Mexico,2024-01-25,4,"18.513034820556641,-88.324951171875","Quintana Roo"
Uganda,2024-01-25,5,"2.2444877624511719,31.795425415039062","Mkoa wa Magharibi"
"United States",2024-01-26,1,"34.015155740938049,-83.367307213339828",Georgia
"United Kingdom",2024-01-26,2,"53.451835083529474,-2.2318275393445797","Greater Manchester"
"United States",2024-01-26,3,"42.9901925281423,-71.451350626850441","New Hampshire"
Spain,2024-01-26,4,"41.606670759309786,1.820869171037697",Catalunya
France,2024-01-26,5,"43.387658414958118,5.2349639283560272","Provence-Alpes-Côte d'Azur"
"Puerto Rico",2024-01-27,1,"18.359432220458984,-67.2387924194336",Rincón
Ireland,2024-01-27,2,"54.138935089111328,-8.0997982025146484","County Leitrim"
"Puerto Rico",2024-01-27,3,"18.452713012695312,-66.0838394165039","San Juan"
"Sri Lanka",2024-01-27,4,"9.7922267913818359,79.950790405273438","Northern Province"
Cambodia,2024-01-27,5,"11.619210243225098,104.91325378417969","Phnom Penh"
Mexico,2024-01-28,1,"19.293567657470703,-99.018180847167969","Ciudad de México"
Philippines,2024-01-28,2,"16.151767730712891,119.87503814697266",Pangasinan
Uganda,2024-01-28,3,"0.349143385887146,32.658145904541016","Central Region"
Sweden,2024-01-28,4,"68.130569458007812,23.167201995849609","Norrbottens län"
Philippines,2024-01-28,5,"9.3583087921142578,118.51002502441406",Palawan
Ukraine,2024-01-29,1,"49.9837760925293,36.17584228515625","Kharkivs'ka oblast"
"Sri Lanka",2024-01-29,2,"7.2415242195129395,79.841995239257812","Western Province"
Uganda,2024-01-29,3,"0.13616189360618591,32.568130493164062","Central Region"
Colombia,2024-01-29,4,"2.1892120838165283,-76.849067687988281",Cauca
Greece,2024-01-29,5,"37.2352409362793,21.895414352416992","Peloponnese Region"
Taiwan,2024-01-30,1,"22.682281494140625,120.31394195556641","Kaohsiung City"
Canada,2024-01-30,2,"50.950321197509766,-114.11658477783203",Alberta
Malta,2024-01-30,3,"35.871341705322266,14.443595886230469",Malta
Kyrgyzstan,2024-01-30,4,"40.84844970703125,73.171157836914062","Osh Region"
Italy,2024-01-30,5,"45.885108947753906,7.9996600151062012",Piemonte
Chile,2024-01-31,1,"-32.889533996582031,-71.252723693847656",Valparaíso
Czechia,2024-01-31,2,"49.819385528564453,18.44184684753418","Moravian-Silesian Region"
Canada,2024-01-31,3,"49.937541961669922,-97.095512390136719",Manitoba
Austria,2024-01-31,4,"48.1893196105957,16.359315872192383",Wien
Philippines,2024-01-31,5,"14.305505752563477,121.11642456054688",Laguna
India,2024-02-01,1,"12.273036003112793,76.853401184082031",Karnataka
Indonesia,2024-02-01,2,"-6.6911602020263672,110.77747344970703","Central Java"
Montenegro,2024-02-01,3,"42.697841644287109,18.961780548095703","Nikšić Municipality"
Brazil,2024-02-01,4,"-25.97160530090332,-49.690242767333984",Paraná
Uruguay,2024-02-01,5,"-33.8390007019043,-57.434600830078125","Departamento de Soriano"
Mexico,2024-02-02,1,"19.738948822021484,-104.35947418212891",Jalisco
Uruguay,2024-02-02,2,"-32.372367858886719,-56.243072509765625","Departamento de Tacuarembó"
"Hong Kong",2024-02-02,3,"22.25135612487793,114.23146057128906","Hong Kong Island"
Albania,2024-02-02,4,"40.394462585449219,20.699024200439453","Qarku i Korçës"
Peru,2024-02-02,5,"-13.704889297485352,-72.99163818359375",Apurímac
Iceland,2024-02-03,1,"64.139610290527344,-21.858377456665039",Reykjavíkurborg
Colombia,2024-02-03,2,"9.51466178894043,-75.32025146484375",Sucre
Norway,2024-02-03,3,"59.218505859375,10.930109977722168",Østfold
India,2024-02-03,4,"22.979021072387695,72.494125366210938",Gujarat
Ireland,2024-02-03,5,"52.659561157226562,-8.6200199127197266","County Limerick"
Bolivia,2024-02-04,1,"-19.023838043212891,-65.268356323242188","Departamento de Chuquisaca"
Taiwan,2024-02-04,2,"24.719474792480469,121.09957122802734","Hsinchu County"
Iceland,2024-02-04,3,"64.162673950195312,-21.690652847290039",Mosfellsbær
Greece,2024-02-04,4,"40.675884246826172,22.931058883666992","Central Macedonia"
Australia,2024-02-04,5,"-34.709869384765625,147.58177185058594","New South Wales"
"South Africa",2024-02-05,1,"-29.406059265136719,31.146308898925781",KwaZulu-Natal
Madagascar,2024-02-05,2,"-20.250152587890625,44.419265747070312",Menabe
Uganda,2024-02-05,3,"2.2772302627563477,31.56402587890625","Western Region"
France,2024-02-05,4,"48.044132232666016,3.7370858192443848",Bourgogne-Franche-Comté
Bermuda,2024-02-05,5,"32.351325988769531,-64.651702880859375","St. George's Parish"
Uruguay,2024-02-06,1,"-33.510467529296875,-56.902423858642578","Departamento de Flores"
Uganda,2024-02-06,2,"0.31568986177444458,32.590229034423828","Central Region"
Israel,2024-02-06,3,"31.984596252441406,34.807460784912109","Center District"
Japan,2024-02-06,4,"44.251079559326172,141.74787902832031",Hokkaido
Lithuania,2024-02-06,5,"56.008136749267578,23.632291793823242","Šiaulių apskritis"
Austria,2024-02-07,1,"48.283771514892578,14.251121520996094",Oberösterreich
Mexico,2024-02-07,2,"20.656089782714844,-103.30409240722656",Jalisco
Brazil,2024-02-07,3,"-16.842510223388672,-53.939064025878906","Mato Grosso"
India,2024-02-07,4,"12.362885475158691,76.523979187011719",Karnataka
Ukraine,2024-02-07,5,"50.082523345947266,29.89936637878418","Kyivs'ka oblast"
"United States",2024-02-08,1,"40.155860900878906,-104.05649566650391",Colorado
Canada,2024-02-08,2,"42.917812347412109,-82.1897964477539",Ontario
Ukraine,2024-02-08,3,"49.113311767578125,33.416641235351562","Poltavs'ka oblast"
Greenland,2024-02-08,4,"60.828670501708984,-45.779544830322266","Kujalleq Municipality"
Spain,2024-02-08,5,"38.608428955078125,-0.47351193428039551","Valencian Community"
Eswatini,2024-02-09,1,"-26.326401105162638,31.144162719109239","Hhohho Region"
"United States",2024-02-09,2,"36.550733951772834,-86.999269145529766",Tennessee
"New Zealand",2024-02-09,3,"-45.037071963869565,169.21621795581692","Otago Region"
"Pitcairn Islands",2024-02-09,4,"-25.069118128041357,-130.09578701230836","Pitcairn Islands"
Latvia,2024-02-09,5,"56.821454982364273,24.603200408895887","Ogres novads"
Nigeria,2024-02-10,1,"6.622107982635498,3.5070440769195557",Lagos
Cambodia,2024-02-10,2,"11.615238189697266,104.89422607421875","Phnom Penh"
Brazil,2024-02-10,3,"-24.669227600097656,-51.771701812744141",Paraná
Monaco,2024-02-10,4,"43.737152099609375,7.4327216148376465",Monaco
Brazil,2024-02-10,5,"-10.592559814453125,-38.4046630859375",Bahia
Qatar,2024-02-11,1,"25.260221481323242,51.426570892333984","Al Rayyan Municipality"
Ecuador,2024-02-11,2,"0.92801231145858765,-79.660575866699219",Esmeraldas
Spain,2024-02-11,3,"40.421245574951172,-3.7003941535949707","Comunidad de Madrid"
Peru,2024-02-11,4,"-15.2164306640625,-70.350906372070312",Puno
Japan,2024-02-11,5,"34.5254020690918,136.19035339355469",Mie
Uruguay,2024-02-12,1,"-32.8463249206543,-54.801921844482422","Departamento de Treinta y Tres"
Latvia,2024-02-12,2,"56.048763275146484,26.771110534667969","Augšdaugavas novads"
Austria,2024-02-12,3,"47.052947998046875,15.4281005859375",Steiermark
Uruguay,2024-02-12,4,"-32.369956970214844,-53.944400787353516","Departamento de Cerro Largo"
Australia,2024-02-12,5,"-34.982639312744141,117.86241912841797","Western Australia"
Montenegro,2024-02-13,1,"42.593341827392578,19.113361358642578","Opština Danilovgrad"
Italy,2024-02-13,2,"44.749580383300781,9.3901863098144531",Emilia-Romagna
Kenya,2024-02-13,3,"-4.0614042282104492,39.663909912109375","Mombasa County"
"United States",2024-02-13,4,"21.342708587646484,-158.07809448242188",Hawaii
Philippines,2024-02-13,5,"14.818016052246094,120.90879821777344",Bulacan
Botswana,2024-02-14,1,"-23.111623764038086,26.807518005371094","Central District"
"Sri Lanka",2024-02-14,2,"7.8651156425476074,80.240608215332031","North Western Province"
Canada,2024-02-14,3,"49.0302734375,-118.45124053955078","British Columbia"
"United Arab Emirates",2024-02-14,4,"25.070297241210938,55.127895355224609",Dubai
Peru,2024-02-14,5,"-16.396745681762695,-71.525932312011719",Arequipa
Ecuador,2024-02-15,1,"-0.45838209986686707,-91.10870361328125","Islas Galápagos"
Colombia,2024-02-15,2,"7.9299893379211426,-72.603271484375","Norte de Santander"
Qatar,2024-02-15,3,"25.649585723876953,51.460792541503906","Al Daayen Municipality"
Romania,2024-02-15,4,"45.233341217041016,26.396261215209961","Județul Buzău"
Peru,2024-02-15,5,"-8.3559322357177734,-78.876655578613281","La Libertad"
France,2024-02-16,1,"47.544098614584868,0.88956914642977858","Centre-Val de Loire"
